openssl,3.5.2,https://github.com/openssl/openssl/releases/download/openssl-@/openssl-@.tar.gz,890fc59f86fc21b5e4d1c031a698dbde
packaging,25.0,https://files.pythonhosted.org/packages/source/p/packaging/packaging-@.tar.gz,ab0ef21ddebe09d1803575120d3f99f8
patch,2.8,https://ftp.gnu.org/gnu/patch/patch-@.tar.xz,149327a021d41c8f88d034eab41c039f
perl,5.42.0,https://www.cpan.org/src/5.0/perl-@.tar.xz,7a6950a9f12d01eb96a9d2ed2f4e0072
pkgconf,2.5.1,https://distfiles.ariadne.space/pkgconf/pkgconf-@.tar.xz,3291128c917fdb8fccd8c9e7784b643b
procps,4.0.5,https://sourceforge.net/projects/procps-ng/files/Production/procps-ng-@.tar.xz,90803e64f51f192f3325d25c3335d057
psmisc,23.7,https://sourceforge.net/projects/psmisc/files/psmisc/psmisc-@.tar.xz,53eae841735189a896d614cba440eb10
python,3.13.7,https://www.python.org/ftp/python/@/Python-@.tar.xz,256cdb3bbf45cdce7499e52ba6c36ea3
python documentation,3.13.7,https://www.python.org/ftp/python/doc/@/python-@-docs-html.tar.bz2,b84c0d81b2758398bb7f5b7411d3d908
readline,8.3,https://ftp.gnu.org/gnu/readline/readline-@.tar.gz,25a73bfb2a3ad7146c5e9d4408d9f6cd
sed,4.9,https://ftp.gnu.org/gnu/sed/sed-@.tar.xz,6aac9b2dbafcd5b7a67a8a9bcb8036c3
setuptools,80.9.0,https://pypi.org/packages/source/s/setuptools/setuptools-@.tar.gz,82e1d67883b713f9493659b50d13b436
shadow,4.18.0,https://github.com/shadow-maint/shadow/releases/download/@/shadow-@.tar.xz,30ef46f54363db1d624587be68794ef2
sysklogd,2.7.2,https://github.com/troglobit/sysklogd/releases/download/v@/sysklogd-@.tar.gz,af60786956a2dc84054fbf46652e515e
systemd,257.8,https://github.com/systemd/systemd/archive/v@/systemd-@.tar.gz,25fe5d328e22641254761f1baa74cee0
systemd man pages,257.8,https://anduin.linuxfromscratch.org/LFS/systemd-man-pages-@.tar.xz,a44063e2ec0cf4adfd2ed5c9e9e095c5
sysvinit,3.14,https://github.com/slicer69/sysvinit/releases/download/@/sysvinit-@.tar.xz,bc6890b975d19dc9db42d0c7364dd092
tar,1.35,https://ftp.gnu.org/gnu/tar/tar-@.tar.xz,a2d8042658cfd8ea939e6d911eaf4152
tcl,8.6.16,https://downloads.sourceforge.net/tcl/tcl8.6.16-src.tar.gz,eaef5d0a27239fb840f04af8ec608242
tcl documentation,8.6.16,https://downloads.sourceforge.net/tcl/tcl8.6.16-html.tar.gz,750c221bcb6f8737a6791c1fbe98b684
texinfo,7.2,https://ftp.gnu.org/gnu/texinfo/texinfo-@.tar.xz,11939a7624572814912a18e76c8d8972
time zone data,2025b,https://www.iana.org/time-zones/repository/releases/tzdata2025b.tar.gz,ad65154c48c74a9b311fe84778c5434f
udev-lfs tarball,udev-lfs-20230818,https://anduin.linuxfromscratch.org/LFS/udev-lfs-20230818.tar.xz,acd4360d8a5c3ef320b9db88d275dae6
util-linux,2.41.1,https://www.kernel.org/pub/linux/utils/util-linux/v2.41/util-linux-@.tar.xz,7e5e68845e2f347cf96f5448165f1764
vim,9.1.1629,https://github.com//vim/vim/archive/v@/vim-@.tar.gz,4f856c3233c1c4570bc17572e4f9e8e4
wheel,0.46.1,https://pypi.org/packages/source/w/wheel/wheel-@.tar.gz,65e09ee84af36821e3b1e9564aa91bd5
xml::parser,2.47,https://cpan.metacpan.org/authors/id/T/TO/TODDR/XML-Parser-@.tar.gz,89a8e82cfd2ad948b349c0a69c494463
xz utils,5.8.1,https://github.com//tukaani-project/xz/releases/download/v@/xz-@.tar.xz,cf5e1feb023d22c6bdaa30e84ef3abe3
zlib,1.3.1,https://zlib.net/fossils/zlib-@.tar.gz,9855b6d802d7fe5b7bd5b196a2271655
zstd,1.5.7,https://github.com/facebook/zstd/releases/download/v@/zstd-@.tar.gz,780fc1896922b1bc52a4e90980cdda48
bzip2-1.0.8-install_docs-1.patch,1.0.8,https://www.linuxfromscratch.org/patches/lfs/12.4/bzip2-1.0.8-install_docs-1.patch,6a5ac7e89b791aae556de0f745916f7f
coreutils-9.7-upstream_fix-1.patch,9.7,https://www.linuxfromscratch.org/patches/lfs/12.4/coreutils-9.7-upstream_fix-1.patch,96382a5aa85d6651a74f94ffb61785d9
coreutils-9.7-i18n-1.patch,9.7,https://www.linuxfromscratch.org/patches/lfs/12.4/coreutils-9.7-i18n-1.patch,33ebfad32b2dfb8417c3335c08671206
expect-5.45.4-gcc15-1.patch,5.45.4,https://www.linuxfromscratch.org/patches/lfs/12.4/expect-5.45.4-gcc15-1.patch,0ca4d6bb8d572fbcdb13cb36cd34833e
glibc-2.42-fhs-1.patch,2.42,https://www.linuxfromscratch.org/patches/lfs/12.4/glibc-2.42-fhs-1.patch,9a5997c3452909b1769918c759eff8a2
kbd-2.8.0-backspace-1.patch,2.8.0,https://www.linuxfromscratch.org/patches/lfs/12.4/kbd-2.8.0-backspace-1.patch,f75cca16a38da6caa7d52151f7136895
sysvinit-3.14-consolidated-1.patch,3.14,https://www.linuxfromscratch.org/patches/lfs/12.4/sysvinit-3.14-consolidated-1.patch,3af8fd8e13cad481eeeaa48be4247445
